OrderID,OrderDate,OrderYear,OrderMonth,CustomerID,CustomerName,ProductID,ProductName,Category,Brand,Quantity,UnitPrice,Discount,Tax,ShippingCost,GrossAmount,DiscountedAmount,NetAmount,TotalAmount,PaymentMethod,OrderStatus,City,State,Country,SellerID
ORD0002226,2021-01-12,2021,January,CUST019970,Sunita Patel,P00044,Power Bank 20000mAh,Toys & Games,Apex,3,381.08,0.0,57.16,2.72,1143.24,0.0,1143.24,1203.12,Debit Card,Shipped,Los Angeles,CA,United States,SELL01568
ORD0002227,2022-06-17,2022,June,CUST046123,Priya Joshi,P00020,Office Chair,Toys & Games,CoreTech,5,271.07,0.05,64.38,10.95,1355.35,67.77,1287.58,1362.91,Debit Card,Delivered,Chicago,IL,United States,SELL01482
ORD0002228,2022-07-04,2022,July,CUST038916,Arjun Singh,P00049,Children's Book,Electronics,FitLife,3,445.59,0.05,228.59,5.54,1336.77,66.84,1269.93,1504.06,Credit Card,Delivered,San Francisco,CA,United States,SELL00511
ORD0002229,2024-04-30,2024,April,CUST020817,Karan Kapoor,P00011,Fitness Band,Electronics,Apex,2,320.93,0.1,103.98,1.51,641.86,64.19,577.6700000000001,683.16,Credit Card,Delivered,Jacksonville,FL,United States,SELL00424
ORD0002230,2021-06-10,2021,June,CUST045431,Aman Gupta,P00019,LED Desk Lamp,Electronics,ReadMore,3,549.7,0.0,82.46,7.67,1649.1,0.0,1649.1,1739.23,Debit Card,Shipped,Houston,TX,India,SELL01392
ORD0002231,2023-03-22,2023,March,CUST025695,Sahil Patel,P00019,LED Desk Lamp,Electronics,FitLife,1,64.06,0.0,5.12,13.36,64.06,0.0,64.06,82.54,Debit Card,Delivered,Houston,TX,United States,SELL00007
ORD0002232,2022-01-03,2022,January,CUST040383,Sahil Kumar,P00038,External HDD 2TB,Home & Kitchen,KiddoFun,5,97.7,0.15,74.74,9.64,488.5,73.27,415.23,499.6,Debit Card,Delivered,San Jose,CA,United States,SELL01617
ORD0002233,2020-07-24,2020,July,CUST036894,Rohit Kumar,P00001,Wireless Earbuds,Toys & Games,UrbanStyle,5,85.04,0.05,32.32,14.3,425.2,21.26,403.94,450.56,Credit Card,Delivered,San Antonio,TX,United Kingdom,SELL00649
ORD0002234,2021-03-30,2021,March,CUST025474,Kabir Gupta,P00014,Drone Mini,Electronics,FitLife,5,299.69,0.1,0.0,7.04,1498.45,149.84,1348.6100000000001,1355.64,Credit Card,Delivered,Austin,TX,Australia,SELL00667
ORD0002235,2023-07-20,2023,July,CUST015448,Vikas Singh,P00024,Yoga Mat,Electronics,KiddoFun,5,234.39,0.1,126.57,6.16,1171.95,117.2,1054.75,1187.48,Credit Card,Delivered,Washington,DC,United States,SELL01709
ORD0002236,2023-06-13,2023,June,CUST026844,Mohit Reddy,P00030,Dress Shirt,Home & Kitchen,UrbanStyle,5,359.34,0.05,136.55,6.17,1796.7,89.84,1706.8600000000001,1849.58,UPI,Delivered,Austin,TX,United States,SELL00352
ORD0002237,2024-10-29,2024,October,CUST022656,Sahil Patel,P00025,Running Shoes,Home & Kitchen,Zenith,4,396.68,0.25,142.8,2.25,1586.72,396.68,1190.04,1335.09,Debit Card,Delivered,San Francisco,CA,United States,SELL00799
ORD0002238,2021-06-04,2021,June,CUST027819,Vihaan Patel,P00024,Yoga Mat,Toys & Games,UrbanStyle,3,84.3,0.2,16.19,10.67,252.9,50.58,202.32,229.18,UPI,Delivered,San Jose,CA,India,SELL00852
ORD0002239,2024-08-28,2024,August,CUST034656,Sahil Joshi,P00003,Smartphone Case,Toys & Games,FitLife,1,312.3,0.0,15.62,12.59,312.3,0.0,312.3,340.51,Debit Card,Delivered,Seattle,WA,United States,SELL01886
ORD0002240,2022-10-13,2022,October,CUST036114,Ritika Kapoor,P00046,Car Charger,Toys & Games,NexPro,5,412.93,0.0,103.23,13.95,2064.65,0.0,2064.65,2181.83,Credit Card,Delivered,San Francisco,CA,United Kingdom,SELL01857
ORD0002241,2022-08-13,2022,August,CUST049560,Karan Reddy,P00011,Fitness Band,Home & Kitchen,FitLife,2,338.87,0.0,81.33,12.65,677.74,0.0,677.74,771.72,Net Banking,Delivered,Indianapolis,IN,United States,SELL01357
ORD0002242,2021-12-26,2021,December,CUST023205,Priya Mehta,P00001,Wireless Earbuds,Electronics,FitLife,4,504.88,0.3,169.64,3.71,2019.52,605.86,1413.6599999999999,1587.01,Net Banking,Delivered,New York,NY,United States,SELL00193
ORD0002243,2022-10-10,2022,October,CUST018590,Aarav Reddy,P00027,Winter Jacket,Sports & Outdoors,Apex,5,487.59,0.05,185.28,0.73,2437.95,121.9,2316.0499999999997,2502.06,Credit Card,Delivered,Denver,CO,United States,SELL01072
ORD0002244,2021-05-15,2021,May,CUST032571,Vihaan Sharma,P00043,HDMI Cable 2m,Home & Kitchen,FitLife,3,288.04,0.0,103.69,3.05,864.12,0.0,864.12,970.86,Debit Card,Delivered,Los Angeles,CA,United States,SELL00265
ORD0002245,2020-04-26,2020,April,CUST039319,Sunita Singh,P00050,Novel Bestseller,Toys & Games,HomeEase,2,208.16,0.0,33.31,1.77,416.32,0.0,416.32,451.4,UPI,Pending,Austin,TX,United States,SELL01951
ORD0002246,2021-01-20,2021,January,CUST012318,Vivaan Sharma,P00032,Board Game,Electronics,UrbanStyle,5,257.9,0.3,72.21,7.72,1289.5,386.85,902.65,982.58,Credit Card,Delivered,Los Angeles,CA,United Kingdom,SELL01818
ORD0002247,2023-09-29,2023,September,CUST043827,Rohit Gupta,P00034,Desk Organizer,Books,ReadMore,2,575.76,0.1,124.36,11.62,1151.52,115.15,1036.37,1172.35,Debit Card,Delivered,Austin,TX,United States,SELL01503
ORD0002248,2021-08-06,2021,August,CUST001423,Mohit Gupta,P00041,Webcam Full HD,Toys & Games,UrbanStyle,3,491.99,0.25,0.0,8.17,1475.97,368.99,1106.98,1115.15,Credit Card,Delivered,Chicago,IL,India,SELL00212
ORD0002249,2021-01-29,2021,January,CUST012472,Pooja Singh,P00012,Noise Cancelling Headphones,Electronics,HomeEase,4,481.58,0.0,96.32,3.95,1926.32,0.0,1926.32,2026.59,UPI,Delivered,San Antonio,TX,United States,SELL01370
ORD0002250,2022-12-23,2022,December,CUST048878,Vivaan Gupta,P00022,Water Bottle,Sports & Outdoors,Apex,5,357.73,0.05,135.94,6.03,1788.65,89.43,1699.22,1841.19,UPI,Delivered,Charlotte,NC,Canada,SELL01007
ORD0002251,2024-10-06,2024,October,CUST015297,Rohit Reddy,P00017,Electric Kettle,Clothing,KiddoFun,5,271.2,0.1,61.02,2.39,1356.0,135.6,1220.4,1283.81,Debit Card,Delivered,New York,NY,United States,SELL01537
ORD0002252,2021-12-21,2021,December,CUST019658,Vivaan Patel,P00002,Bluetooth Speaker,Clothing,BrightLux,1,576.58,0.0,46.13,4.38,576.58,0.0,576.58,627.09,Net Banking,Delivered,New York,NY,India,SELL00646
ORD0002253,2020-03-12,2020,March,CUST031820,Simran Verma,P00002,Bluetooth Speaker,Home & Kitchen,BrightLux,3,14.5,0.0,0.0,0.34,43.5,0.0,43.5,43.84,Debit Card,Delivered,San Francisco,CA,United States,SELL01363
ORD0002254,2024-12-17,2024,December,CUST045377,Kabir Reddy,P00041,Webcam Full HD,Toys & Games,HomeEase,1,107.11,0.1,11.57,5.74,107.11,10.71,96.4,113.71,Cash on Delivery,Cancelled,San Francisco,CA,United States,SELL01258
ORD0002255,2020-09-30,2020,September,CUST026626,Sneha Reddy,P00001,Wireless Earbuds,Home & Kitchen,ReadMore,4,378.02,0.05,71.82,0.53,1512.08,75.6,1436.48,1508.83,Credit Card,Delivered,San Diego,CA,Canada,SELL00503
ORD0002256,2023-09-05,2023,September,CUST018427,Sunita Kumar,P00042,Projector Mini,Sports & Outdoors,Zenith,1,106.6,0.0,12.79,0.95,106.6,0.0,106.6,120.34,Amazon Pay,Pending,Washington,DC,India,SELL01936
ORD0002257,2020-12-03,2020,December,CUST048651,Aman Gupta,P00011,Fitness Band,Sports & Outdoors,BrightLux,1,6.53,0.0,0.52,5.54,6.53,0.0,6.53,12.59,Debit Card,Delivered,Seattle,WA,United States,SELL00154
ORD0002258,2023-10-21,2023,October,CUST036428,Vivaan Mehta,P00015,Instant Pot,Toys & Games,Apex,5,153.35,0.0,61.34,2.81,766.75,0.0,766.75,830.9,Credit Card,Delivered,Indianapolis,IN,United States,SELL00911
ORD0002259,2024-02-27,2024,February,CUST027740,Sunita Mehta,P00020,Office Chair,Home & Kitchen,Apex,2,104.11,0.2,13.33,3.44,208.22,41.64,166.57999999999998,183.35,Credit Card,Delivered,Jacksonville,FL,United States,SELL01971
ORD0002260,2021-08-29,2021,August,CUST025770,Anjali Reddy,P00026,Sunglasses,Books,ReadMore,1,559.42,0.15,38.04,3.52,559.42,83.91,475.51,517.07,Amazon Pay,Delivered,Indianapolis,IN,United States,SELL00448
ORD0002261,2020-06-14,2020,June,CUST019203,Vivaan Sharma,P00006,Gaming Mouse,Toys & Games,Apex,5,450.38,0.0,112.6,13.2,2251.9,0.0,2251.9,2377.7,Credit Card,Pending,San Francisco,CA,United States,SELL01575
ORD0002262,2024-04-16,2024,April,CUST030505,Pooja Kumar,P00046,Car Charger,Clothing,ReadMore,2,327.47,0.05,49.78,12.03,654.94,32.75,622.19,684.0,UPI,Delivered,Charlotte,NC,United Kingdom,SELL00294
ORD0002263,2020-01-11,2020,January,CUST042289,Kabir Joshi,P00009,Portable SSD 1TB,Electronics,FitLife,1,250.91,0.1,40.65,5.16,250.91,25.09,225.82,271.63,UPI,Delivered,Phoenix,AZ,United States,SELL00268
ORD0002264,2023-08-17,2023,August,CUST004178,Sneha Patel,P00035,Desk Plant,Toys & Games,Apex,1,304.21,0.1,13.69,14.37,304.21,30.42,273.78999999999996,301.85,UPI,Delivered,Austin,TX,Canada,SELL00662
ORD0002265,2021-12-29,2021,December,CUST034085,Ritika Reddy,P00044,Power Bank 20000mAh,Toys & Games,KiddoFun,1,355.35,0.2,0.0,13.04,355.35,71.07,284.28000000000003,297.32,Credit Card,Delivered,Los Angeles,CA,United States,SELL01698
ORD0002266,2022-03-11,2022,March,CUST015708,Kabir Kumar,P00041,Webcam Full HD,Clothing,ReadMore,3,283.92,0.0,102.21,14.31,851.76,0.0,851.76,968.28,UPI,Delivered,Los Angeles,CA,United States,SELL00155
ORD0002267,2020-04-11,2020,April,CUST012511,Rohit Gupta,P00028,Jeans,Toys & Games,KiddoFun,1,131.24,0.1,14.17,12.24,131.24,13.12,118.12,144.53,Credit Card,Delivered,Dallas,TX,United States,SELL00529
ORD0002268,2023-12-19,2023,December,CUST039687,Simran Singh,P00050,Novel Bestseller,Home & Kitchen,FitLife,1,131.07,0.25,11.8,1.32,131.07,32.77,98.29999999999998,111.42,Amazon Pay,Delivered,New York,NY,United States,SELL00458
ORD0002269,2023-11-16,2023,November,CUST009254,Aditya Singh,P00015,Instant Pot,Toys & Games,CoreTech,3,303.94,0.1,98.48,12.04,911.82,91.18,820.6400000000001,931.16,Credit Card,Delivered,Indianapolis,IN,United States,SELL01008
ORD0002270,2022-02-17,2022,February,CUST049747,Mohit Reddy,P00002,Bluetooth Speaker,Sports & Outdoors,ReadMore,3,166.44,0.15,21.22,5.98,499.32,74.9,424.41999999999996,451.62,UPI,Pending,Washington,DC,United States,SELL01082
ORD0002271,2020-08-01,2020,August,CUST015565,Vihaan Mehta,P00005,Laptop Sleeve,Home & Kitchen,ReadMore,4,74.65,0.25,11.2,0.01,298.6,74.65,223.95000000000002,235.16,Debit Card,Delivered,San Jose,CA,United States,SELL00779
ORD0002272,2024-09-10,2024,September,CUST029607,Vivaan Mehta,P00032,Board Game,Home & Kitchen,NexPro,5,35.03,0.0,8.76,10.75,175.15,0.0,175.15,194.66,Net Banking,Delivered,Washington,DC,United Kingdom,SELL01400
ORD0002273,2023-01-16,2023,January,CUST026652,Pooja Reddy,P00017,Electric Kettle,Home & Kitchen,UrbanStyle,2,24.14,0.2,1.93,4.43,48.28,9.66,38.620000000000005,44.98,Credit Card,Delivered,Philadelphia,PA,United States,SELL00512
ORD0002274,2024-04-25,2024,April,CUST020665,Pooja Singh,P00004,USB-C Charger,Sports & Outdoors,NexPro,2,306.78,0.0,49.08,1.15,613.56,0.0,613.56,663.79,Debit Card,Delivered,Houston,TX,United States,SELL00910
ORD0002275,2021-02-04,2021,February,CUST046210,Mohit Kapoor,P00038,External HDD 2TB,Sports & Outdoors,FitLife,5,525.81,0.15,178.78,10.17,2629.05,394.36,2234.69,2423.64,Debit Card,Shipped,Denver,CO,United States,SELL00456
ORD0002276,2021-08-10,2021,August,CUST047174,Pooja Sharma,P00016,Air Fryer,Toys & Games,FitLife,1,136.0,0.05,15.5,12.47,136.0,6.8,129.2,157.17,UPI,Delivered,San Antonio,TX,United States,SELL00054
ORD0002277,2022-06-07,2022,June,CUST031439,Anjali Joshi,P00010,Smartwatch,Home & Kitchen,Apex,2,97.14,0.05,33.22,7.15,194.28,9.71,184.57,224.94,Amazon Pay,Delivered,Houston,TX,United States,SELL01090
ORD0002278,2022-12-05,2022,December,CUST017052,Arjun Sharma,P00030,Dress Shirt,Books,BrightLux,2,566.98,0.1,122.47,0.95,1133.96,113.4,1020.5600000000001,1143.98,UPI,Delivered,Fort Worth,TX,United States,SELL01867
ORD0002279,2024-08-22,2024,August,CUST016601,Arjun Patel,P00050,Novel Bestseller,Toys & Games,NexPro,3,49.78,0.0,7.47,7.22,149.34,0.0,149.34,164.03,Debit Card,Delivered,San Francisco,CA,United States,SELL00237
ORD0002280,2024-01-26,2024,January,CUST006008,Kabir Sharma,P00043,HDMI Cable 2m,Toys & Games,NexPro,4,104.31,0.0,20.86,2.87,417.24,0.0,417.24,440.97,UPI,Delivered,San Jose,CA,United Kingdom,SELL01055
ORD0002281,2021-08-14,2021,August,CUST037472,Kabir Gupta,P00017,Electric Kettle,Electronics,Zenith,4,164.49,0.05,50.0,9.95,657.96,32.9,625.0600000000001,685.01,Credit Card,Delivered,Austin,TX,United States,SELL01791
ORD0002282,2023-08-26,2023,August,CUST045751,Neha Kapoor,P00037,Router,Clothing,Apex,4,296.68,0.15,50.44,0.24,1186.72,178.01,1008.71,1059.39,Amazon Pay,Returned,Jacksonville,FL,Australia,SELL00890
ORD0002283,2023-01-14,2023,January,CUST043748,Sahil Patel,P00027,Winter Jacket,Sports & Outdoors,HomeEase,3,38.71,0.05,19.86,10.09,116.13,5.81,110.32,140.27,UPI,Delivered,Phoenix,AZ,India,SELL00435
ORD0002284,2020-04-01,2020,April,CUST024542,Aditya Patel,P00024,Yoga Mat,Electronics,NexPro,1,429.5,0.15,43.81,9.31,429.5,64.42,365.08,418.2,Amazon Pay,Delivered,Washington,DC,United States,SELL00283
ORD0002285,2024-08-10,2024,August,CUST014317,Aman Kumar,P00015,Instant Pot,Toys & Games,Zenith,3,495.77,0.0,118.98,2.2,1487.31,0.0,1487.31,1608.49,Debit Card,Pending,Denver,CO,United States,SELL01908
ORD0002286,2021-11-03,2021,November,CUST012760,Mohit Reddy,P00029,T-Shirt,Sports & Outdoors,BrightLux,2,350.11,0.0,56.02,5.8,700.22,0.0,700.22,762.04,UPI,Shipped,San Antonio,TX,United States,SELL01377
ORD0002287,2021-12-14,2021,December,CUST042322,Aditya Reddy,P00021,Backpack,Home & Kitchen,Zenith,2,473.02,0.0,75.68,6.56,946.04,0.0,946.04,1028.28,Credit Card,Delivered,Indianapolis,IN,United States,SELL00389
ORD0002288,2022-07-24,2022,July,CUST037249,Mohit Mehta,P00035,Desk Plant,Home & Kitchen,BrightLux,5,361.58,0.0,90.4,14.03,1807.9,0.0,1807.9,1912.33,Amazon Pay,Delivered,Philadelphia,PA,United States,SELL01609
ORD0002289,2020-08-29,2020,August,CUST012291,Sahil Reddy,P00021,Backpack,Sports & Outdoors,Zenith,4,324.67,0.1,93.5,1.15,1298.68,129.87,1168.81,1263.46,Credit Card,Cancelled,Los Angeles,CA,United States,SELL01084
ORD0002290,2020-01-02,2020,January,CUST014919,Sunita Verma,P00003,Smartphone Case,Sports & Outdoors,NexPro,2,442.96,0.0,70.87,12.08,885.92,0.0,885.92,968.87,Debit Card,Delivered,Charlotte,NC,United States,SELL00863
ORD0002291,2020-08-12,2020,August,CUST004193,Vikas Kumar,P00046,Car Charger,Home & Kitchen,FitLife,3,537.34,0.15,164.43,10.31,1612.02,241.8,1370.22,1544.96,Credit Card,Delivered,Seattle,WA,United States,SELL01735
ORD0002292,2022-03-11,2022,March,CUST035567,Rohit Patel,P00030,Dress Shirt,Electronics,FitLife,3,452.56,0.05,64.49,9.47,1357.68,67.88,1289.8000000000002,1363.76,Credit Card,Delivered,Austin,TX,United States,SELL01689
ORD0002293,2024-11-03,2024,November,CUST037552,Anjali Patel,P00039,Graphic Tablet,Sports & Outdoors,Apex,5,166.01,0.0,66.4,5.09,830.05,0.0,830.05,901.54,UPI,Delivered,Denver,CO,United States,SELL01286
ORD0002294,2021-08-11,2021,August,CUST021123,Priya Kumar,P00015,Instant Pot,Sports & Outdoors,HomeEase,5,131.15,0.25,39.34,2.44,655.75,163.94,491.81,533.59,Debit Card,Delivered,Austin,TX,United States,SELL01968
ORD0002295,2020-04-25,2020,April,CUST036347,Kabir Reddy,P00033,Puzzle 1000pc,Home & Kitchen,Apex,5,177.33,0.05,67.39,1.83,886.65,44.33,842.3199999999999,911.54,Amazon Pay,Delivered,Columbus,OH,India,SELL00405
ORD0002296,2024-08-16,2024,August,CUST029285,Neha Reddy,P00036,Smart Light Bulb,Books,NexPro,5,285.36,0.05,108.44,12.6,1426.8,71.34,1355.46,1476.5,UPI,Delivered,Denver,CO,United States,SELL00128
ORD0002297,2022-07-06,2022,July,CUST038328,Aarav Verma,P00016,Air Fryer,Books,KiddoFun,5,271.6,0.0,244.44,10.9,1358.0,0.0,1358.0,1613.34,UPI,Shipped,Denver,CO,United States,SELL01063
ORD0002298,2023-01-31,2023,January,CUST000700,Vikas Joshi,P00024,Yoga Mat,Clothing,ReadMore,5,208.85,0.0,52.21,2.93,1044.25,0.0,1044.25,1099.39,Cash on Delivery,Shipped,San Francisco,CA,India,SELL01058
ORD0002299,2020-07-12,2020,July,CUST049149,Sneha Kapoor,P00030,Dress Shirt,Sports & Outdoors,UrbanStyle,5,90.9,0.0,22.72,1.92,454.5,0.0,454.5,479.14,UPI,Pending,New York,NY,United States,SELL01217
ORD0002300,2023-04-04,2023,April,CUST019702,Kabir Kumar,P00031,Kids Toy Car,Clothing,BrightLux,5,591.01,0.1,212.76,1.48,2955.05,295.51,2659.54,2873.79,Credit Card,Delivered,Washington,DC,Canada,SELL00897
ORD0002301,2022-05-20,2022,May,CUST033121,Vivaan Patel,P00038,External HDD 2TB,Books,BrightLux,5,440.1,0.0,110.02,6.61,2200.5,0.0,2200.5,2317.13,Credit Card,Delivered,Seattle,WA,United States,SELL01851
ORD0002302,2020-03-30,2020,March,CUST048397,Sunita Verma,P00038,External HDD 2TB,Toys & Games,NexPro,5,122.69,0.1,27.61,12.88,613.45,61.35,552.1,592.6,Debit Card,Delivered,Austin,TX,United States,SELL00737
ORD0002303,2024-09-05,2024,September,CUST047285,Sunita Gupta,P00013,Action Camera,Books,Apex,4,298.34,0.0,95.47,11.38,1193.36,0.0,1193.36,1300.21,Amazon Pay,Delivered,San Antonio,TX,United States,SELL01954
ORD0002304,2020-05-01,2020,May,CUST010034,Sahil Gupta,P00026,Sunglasses,Toys & Games,BrightLux,2,200.21,0.1,28.83,13.83,400.42,40.04,360.38,403.04,Amazon Pay,Delivered,San Diego,CA,United States,SELL01574
ORD0002305,2020-05-22,2020,May,CUST008669,Aarav Reddy,P00033,Puzzle 1000pc,Sports & Outdoors,FitLife,5,530.48,0.05,201.58,6.85,2652.4,132.62,2519.78,2728.21,UPI,Delivered,Phoenix,AZ,United States,SELL00832
ORD0002306,2022-09-20,2022,September,CUST042387,Vikas Reddy,P00021,Backpack,Clothing,ReadMore,3,456.23,0.0,109.5,9.47,1368.69,0.0,1368.69,1487.66,Credit Card,Delivered,Denver,CO,United States,SELL01384
ORD0002307,2020-04-15,2020,April,CUST020475,Aman Joshi,P00018,Vacuum Cleaner,Books,UrbanStyle,3,189.65,0.2,36.41,4.88,568.95,113.79,455.16,496.45,Credit Card,Delivered,Dallas,TX,United States,SELL00716
ORD0002308,2022-06-05,2022,June,CUST015541,Neha Sharma,P00013,Action Camera,Electronics,Zenith,2,508.04,0.15,0.0,0.58,1016.08,152.41,863.6700000000001,864.25,Credit Card,Shipped,Denver,CO,Canada,SELL00206
ORD0002309,2021-03-03,2021,March,CUST044089,Priya Kumar,P00025,Running Shoes,Home & Kitchen,HomeEase,3,56.24,0.2,16.2,12.17,168.72,33.74,134.98,163.35,Net Banking,Delivered,San Jose,CA,Canada,SELL01806
ORD0002310,2023-08-21,2023,August,CUST022519,Anjali Reddy,P00013,Action Camera,Clothing,FitLife,5,457.76,0.0,0.0,5.12,2288.8,0.0,2288.8,2293.92,Amazon Pay,Delivered,Charlotte,NC,India,SELL01693
ORD0002311,2020-11-12,2020,November,CUST043430,Aditya Verma,P00034,Desk Organizer,Electronics,HomeEase,5,164.74,0.0,65.9,9.61,823.7,0.0,823.7,899.21,Credit Card,Delivered,Columbus,OH,United States,SELL01176
ORD0002312,2021-09-26,2021,September,CUST031625,Mohit Reddy,P00043,HDMI Cable 2m,Clothing,FitLife,5,146.83,0.05,0.0,0.89,734.15,36.71,697.4399999999999,698.33,Debit Card,Delivered,Washington,DC,United States,SELL01389
ORD0002313,2020-01-09,2020,January,CUST033838,Sahil Sharma,P00047,Memory Card 128GB,Electronics,BrightLux,2,314.59,0.05,29.89,1.97,629.18,31.46,597.7199999999999,629.58,Amazon Pay,Returned,Washington,DC,United States,SELL00787
ORD0002314,2022-02-12,2022,February,CUST000862,Aditya Kumar,P00028,Jeans,Books,Zenith,2,136.14,0.05,12.93,12.82,272.28,13.61,258.66999999999996,284.42,UPI,Shipped,Denver,CO,United States,SELL00320
ORD0002315,2023-01-01,2023,January,CUST000086,Rohit Mehta,P00021,Backpack,Toys & Games,CoreTech,4,24.58,0.0,7.87,0.12,98.32,0.0,98.32,106.31,Net Banking,Delivered,Jacksonville,FL,United States,SELL00591
ORD0002316,2023-10-14,2023,October,CUST039659,Vihaan Kumar,P00007,Mechanical Keyboard,Home & Kitchen,KiddoFun,5,130.3,0.0,52.12,7.24,651.5,0.0,651.5,710.86,Amazon Pay,Delivered,San Jose,CA,United States,SELL01258
ORD0002317,2020-08-10,2020,August,CUST028036,Sahil Mehta,P00042,Projector Mini,Sports & Outdoors,NexPro,1,61.54,0.2,5.91,6.02,61.54,12.31,49.23,61.16,Credit Card,Delivered,Los Angeles,CA,United Kingdom,SELL00082
ORD0002318,2023-12-10,2023,December,CUST016327,Aditya Singh,P00045,Phone Tripod,Home & Kitchen,UrbanStyle,3,228.74,0.2,65.88,9.37,686.22,137.24,548.98,624.23,Debit Card,Delivered,Denver,CO,United States,SELL01636
ORD0002319,2021-07-06,2021,July,CUST015229,Aarav Joshi,P00036,Smart Light Bulb,Sports & Outdoors,ReadMore,4,425.78,0.05,80.9,11.51,1703.12,85.16,1617.9599999999998,1710.37,Credit Card,Delivered,Seattle,WA,United States,SELL01834
ORD0002320,2023-10-25,2023,October,CUST035410,Anjali Sharma,P00037,Router,Books,CoreTech,5,505.64,0.0,126.41,2.0,2528.2,0.0,2528.2,2656.61,Credit Card,Delivered,Seattle,WA,United States,SELL01988
ORD0002321,2021-12-16,2021,December,CUST042822,Aditya Verma,P00003,Smartphone Case,Books,HomeEase,3,317.82,0.0,76.28,1.08,953.46,0.0,953.46,1030.82,Net Banking,Delivered,Jacksonville,FL,Canada,SELL01468
ORD0002322,2023-07-11,2023,July,CUST044125,Vivaan Singh,P00036,Smart Light Bulb,Books,UrbanStyle,1,549.44,0.25,20.6,14.74,549.44,137.36,412.08000000000004,447.42,Debit Card,Returned,Austin,TX,United States,SELL00723
ORD0002323,2024-09-09,2024,September,CUST006021,Pooja Reddy,P00024,Yoga Mat,Electronics,ReadMore,1,151.88,0.05,25.97,3.87,151.88,7.59,144.29,174.13,Net Banking,Delivered,Columbus,OH,United States,SELL01619
ORD0002324,2023-09-03,2023,September,CUST028358,Aditya Kapoor,P00034,Desk Organizer,Home & Kitchen,UrbanStyle,5,136.9,0.25,25.67,2.29,684.5,171.12,513.38,541.33,UPI,Shipped,Washington,DC,United States,SELL01936
ORD0002325,2023-01-12,2023,January,CUST015522,Sneha Gupta,P00012,Noise Cancelling Headphones,Books,HomeEase,5,553.55,0.05,0.0,4.29,2767.75,138.39,2629.36,2633.65,Debit Card,Delivered,Fort Worth,TX,United States,SELL01420
ORD0002326,2023-09-03,2023,September,CUST014529,Karan Mehta,P00012,Noise Cancelling Headphones,Toys & Games,CoreTech,5,548.2,0.0,328.92,11.07,2741.0,0.0,2741.0,3080.99,Debit Card,Delivered,Denver,CO,United States,SELL00916
ORD0002327,2020-04-20,2020,April,CUST005266,Simran Mehta,P00047,Memory Card 128GB,Home & Kitchen,BrightLux,3,138.1,0.0,20.72,5.22,414.3,0.0,414.3,440.24,Credit Card,Delivered,Seattle,WA,United States,SELL00682
ORD0002328,2020-09-07,2020,September,CUST007422,Karan Patel,P00009,Portable SSD 1TB,Toys & Games,BrightLux,3,378.55,0.0,56.78,7.15,1135.65,0.0,1135.65,1199.58,Amazon Pay,Delivered,Columbus,OH,United States,SELL00666
ORD0002329,2021-01-17,2021,January,CUST015131,Aarav Mehta,P00035,Desk Plant,Toys & Games,FitLife,4,457.14,0.25,246.86,4.55,1828.56,457.14,1371.42,1622.83,Amazon Pay,Delivered,San Francisco,CA,United States,SELL01110
ORD0002330,2020-01-07,2020,January,CUST047591,Vihaan Reddy,P00007,Mechanical Keyboard,Home & Kitchen,Apex,2,71.03,0.05,24.29,10.28,142.06,7.1,134.96,169.53,Credit Card,Delivered,Seattle,WA,United States,SELL00063
ORD0002331,2021-04-03,2021,April,CUST012755,Aarav Kapoor,P00044,Power Bank 20000mAh,Clothing,UrbanStyle,1,238.9,0.2,22.93,0.54,238.9,47.78,191.12,214.59,Net Banking,Delivered,Austin,TX,United States,SELL01622
ORD0002332,2023-01-12,2023,January,CUST039357,Aditya Kapoor,P00039,Graphic Tablet,Sports & Outdoors,HomeEase,5,64.21,0.0,57.79,1.09,321.05,0.0,321.05,379.93,Net Banking,Delivered,Columbus,OH,United States,SELL00317
ORD0002333,2020-07-26,2020,July,CUST041846,Vivaan Verma,P00030,Dress Shirt,Electronics,Zenith,2,211.22,0.05,48.16,3.8,422.44,21.12,401.32,453.28,UPI,Delivered,Phoenix,AZ,United States,SELL00260
ORD0002334,2022-06-18,2022,June,CUST021910,Vikas Reddy,P00016,Air Fryer,Sports & Outdoors,ReadMore,1,114.9,0.0,13.79,1.79,114.9,0.0,114.9,130.48,Debit Card,Delivered,Fort Worth,TX,United States,SELL01061
ORD0002335,2023-11-14,2023,November,CUST003978,Vihaan Gupta,P00017,Electric Kettle,Books,ReadMore,2,251.67,0.05,23.91,11.24,503.34,25.17,478.16999999999996,513.32,Credit Card,Delivered,Phoenix,AZ,United States,SELL00262
ORD0002336,2023-08-30,2023,August,CUST029561,Priya Kapoor,P00013,Action Camera,Home & Kitchen,BrightLux,2,367.27,0.15,49.95,2.55,734.54,110.18,624.3599999999999,676.86,Credit Card,Shipped,Columbus,OH,United States,SELL01097
ORD0002337,2020-01-22,2020,January,CUST036844,Aditya Gupta,P00047,Memory Card 128GB,Electronics,KiddoFun,2,336.46,0.0,33.65,12.06,672.92,0.0,672.92,718.63,Amazon Pay,Delivered,New York,NY,United States,SELL00399
